max,min,mean,std,amplitude,skew,kurt,rise_time,fwhm,energy,area,n_peaks,dom_freq
5546,3,81.406,478.8518530443419,5543,8.92276512430579,84.2484401032938,151,5,117963017,40693.0,1,0
167,5,15.082,14.433685461447467,162,7.699632692620673,66.5606055953615,148,5,217899,7525.5,6,0
862,4,21.838,69.71745660880065,858,9.217758661180573,91.1742735997461,150,5,2668711,10906.0,1,0
762,6,25.836,71.26851411387781,756,8.04855052032824,69.53872177694522,151,5,2873350,12907.5,1,0
145,2,14.046,13.272071579071596,143,7.516089398629916,62.18868703267766,148,6,186719,7009.0,8,0
2432,4,42.73,206.42623161798016,2428,8.866998622848108,83.35163301315463,150,5,22218821,21353.0,1,0
158,5,12.61,13.099690836046474,153,8.337336228142842,77.3811815996876,147,6,165307,6295.5,6,0
134,2,13.054,11.235794764946537,132,8.552577931069612,82.4738019767385,146,4,148325,6516.0,8,0
185,1,13.33,15.69168888297241,184,7.523764221351579,64.44461368413954,147,5,211959,6651.0,3,0
4172,2,62.98,354.72527341592115,4170,8.912998024863011,84.17137037627299,151,5,64898250,31478.5,1,0
216,4,16.174,20.03496254051901,212,7.121754237163811,56.728212584460415,148,8,331499,8076.0,3,0
489,4,17.464,41.36516292727493,485,8.896881308193619,84.89980113959099,150,5,1008034,8719.0,1,0
716,2,23.468,65.55453436643418,714,8.113346352225419,71.37130796744457,150,6,2424072,11728.0,1,0
1280,2,29.43,110.61405471277148,1278,8.722876720876727,81.6151298986883,150,5,6550797,14703.5,1,0
371,2,15.774,28.589909478695446,369,9.301506521856536,94.4385957065326,149,4,533101,7875.5,1,0
800,3,21.194,68.97817309845195,797,9.10810739715777,88.14674458338939,150,5,2603587,10585.0,1,0
1310,4,26.874,109.25558166061815,1306,8.937327908588598,84.9591706149059,150,4,6329497,13427.0,1,0
247,3,16.144,22.233741565467565,244,7.124202432975823,55.52699600123286,149,7,377484,8060.5,1,0
1883,3,34.91,163.44622938446759,1880,9.049079376107754,87.14623499627832,150,5,13966689,17445.5,1,0
262,3,16.342,21.657447587377423,259,7.99282081217514,71.77951330825479,149,6,368053,8158.0,1,0
177,3,13.08,14.159435016977195,174,8.576626412219643,84.31555914322227,148,5,185788,6527.0,6,0
8288,6,115.98,713.2312861898306,8282,9.050134519638117,86.6807676288246,151,5,261075114,57979.0,1,0
174,5,13.952,14.426839432114019,169,8.367643742700887,77.02873858033908,147,5,201396,6963.0,6,0
8154,6,111.74,684.3661742079308,8148,9.060194117327784,87.22351899156575,151,4,240421444,55856.0,1,0
3847,6,74.596,341.9083338908252,3841,8.37873294517917,75.67932578904768,151,5,61232936,37284.5,1,0
350,4,17.122,31.313241863467283,346,7.64176841128583,63.86172232423725,149,6,636841,8548.5,1,0
834,3,21.262,70.06383771961112,831,8.897727111207828,84.4814025497313,150,5,2680507,10622.0,1,0
929,5,28.082,83.49936093168618,924,8.109390544129488,71.80389537996403,149,5,3880371,14028.0,1,0
2294,3,41.376,197.6846544980161,2291,8.965704010088169,85.25448669541787,150,4,20395598,20677.5,1,0
279,2,16.236,26.27128287693618,277,7.6808476884861445,63.96660402946391,149,6,476894,8110.0,1,0
760,3,21.196,65.88041882076949,757,8.745774777647595,81.36949789132278,149,5,2394750,10583.0,1,0
8470,3,123.102,751.3223779417194,8467,8.932191484742098,84.3335667744276,151,5,289819709,61542.0,1,0
7307,3,101.574,624.2497933712114,7304,9.054587634148433,86.84863100491975,151,5,200002541,50776.0,1,0
3315,6,63.928,288.5517056196341,3309,8.523111282504368,78.1117047849953,151,6,43674438,31950.5,1,0
2965,3,49.794,255.5067426977222,2962,8.936040180815947,84.50887418114925,151,5,33881569,24883.5,1,0
6606,3,93.252,561.4059355724696,6603,9.028966493610524,86.4265820332764,151,4,161936280,46615.5,1,0
1272,3,32.636,111.76321176487369,1269,8.203585726641977,72.96188506489203,151,5,6778062,16305.5,1,0
134,3,15.608,11.968890341213758,131,7.3338089284298995,61.181963339377916,146,6,193432,7792.0,8,0
1943,6,44.508,177.9892747780045,1937,8.243736527740964,72.8913617659339,151,6,16830572,22242.5,1,0
5295,2,77.34,448.6043695730125,5293,8.99559106247684,85.81151432703173,151,4,103613678,38656.0,1,0
1537,2,38.826,142.7590687977475,1535,8.162171851558442,71.23033347970157,151,6,10943805,19404.5,1,0
492,3,17.214,37.3350265032717,489,9.12707939643651,91.33109817471285,149,4,845113,8595.5,1,0
6811,3,99.268,592.9248385554446,6808,8.962453274695779,85.14501204342712,151,5,180707000,49628.0,1,0
3071,5,50.738,265.2175585363835,3066,9.008916446378676,85.9197535181627,150,5,36457349,25358.0,1,0
252,6,16.488,22.32697597078476,246,8.211344792456499,72.02878618885049,148,7,385174,8232.5,1,0
193,3,14.246,17.806332693735676,190,7.50818162159538,63.02240566036777,148,7,260007,7116.5,4,0
2306,6,41.638,190.5509143404985,2300,9.090551418945987,88.2358061733675,150,4,19021687,20803.0,1,0
730,4,26.852,71.41410292092172,726,7.65036945188629,62.38931371424141,150,7,2910502,13409.5,1,0
922,6,28.674,85.70316052515217,916,8.006615956316388,68.7607258605338,150,6,4083615,14324.5,1,0
913,6,29.404,85.35505130922247,907,8.143344064402108,70.93620556272182,151,6,4075040,14687.5,1,0
857,4,22.262,73.6925597058482,853,8.90411778958272,84.69806646945563,151,5,2963095,11117.0,1,0
137,5,14.868,13.191003600939544,132,6.93758947181777,53.99664669044603,147,7,197530,7422.0,6,0
155,6,14.692,13.347851362672571,149,7.270913602090886,59.99480597994416,148,6,197010,7333.5,7,0
4647,4,69.638,399.6667398671048,4643,9.002969306514736,85.88148598333272,151,5,82291477,34809.0,1,0
4372,3,66.318,368.68473914172256,4369,9.16510047137415,89.80709504604464,151,4,70163257,33150.0,1,0
323,2,17.456,28.756635130000866,321,7.5351399397859655,63.01869625442784,149,6,565828,8717.5,1,0
171,4,14.578,12.791556433835565,167,8.77080796666117,86.25864298190989,147,4,188071,7273.0,8,0
715,4,20.148,63.65005967004272,711,8.779643776348697,81.2931066296496,151,5,2228636,10063.5,1,0
166,6,15.72,16.89762113434906,160,6.505961587317815,45.35047756238261,148,8,266324,7846.0,8,0
1734,4,39.708,152.2422370303327,1730,8.426861051184558,76.63167142191776,150,6,12377212,19844.5,1,0
451,3,21.524,44.56619149085997,448,7.309999366113122,57.77479752088269,149,6,1224714,10750.0,1,0
12785,6,204.176,1152.2940028586456,12779,8.66091310510104,79.68760990908643,152,5,684734654,102074.0,1,0
972,6,24.78,84.24912818540024,966,8.877177198659684,83.29773445912022,150,5,3855982,12377.0,1,0
1497,6,31.306,125.78513570370704,1491,9.003099950649805,86.25855797146868,150,5,8400983,15641.0,1,0
10000,6,138.198,865.0189008316522,9994,9.063068662101765,86.88633122912607,151,5,383678193,69085.0,1,0
782,4,22.23,67.89648812714837,778,8.991863686843283,86.12509774040633,150,5,2552053,11104.0,1,0
779,4,22.648,68.45056680554224,775,8.766206524882566,81.30200193115144,150,6,2599206,11310.0,1,0
350,3,17.814,30.184489460648493,347,7.963228333384239,69.2889763761713,149,6,614221,8897.0,1,0
404,3,16.608,33.568591510517685,401,8.73408353185515,81.58761095605432,150,5,701338,8289.0,1,0
1659,4,42.896,154.08017777767523,1655,8.11924271711916,71.06274526101434,151,6,12790384,21431.0,1,0
5258,7,79.608,453.727149657148,5251,9.011094487059498,85.84055057910312,151,5,106102880,39790.5,1,0
408,4,18.304,36.24482837592144,404,7.693837890327465,64.1107519796535,150,6,824362,9142.5,1,0
8401,6,117.222,710.7286013071375,8395,9.060476547496432,87.18538002860849,151,4,259438071,58598.0,1,0
208,4,14.178,15.602253555175933,204,8.981038472525471,89.62610451766574,148,5,222223,7078.5,1,0
1070,1,30.838,99.68265524152133,1069,8.150719892782664,71.62424018079504,150,5,5443807,15404.5,1,0
164,5,13.676,13.204659177729656,159,8.630582746643636,83.41401207451158,147,5,180698,6827.0,6,0
353,3,17.91,33.61228793164785,350,7.4370525359895066,60.08797449512174,150,7,725277,8942.0,1,0
152,3,13.782,14.022213662614048,149,7.761777340234543,64.90909961216389,147,6,193283,6881.5,7,0
250,3,14.646,19.69844369487092,247,8.777264839161226,84.40545735530635,148,5,301267,7314.5,1,0
8970,6,125.77,775.3372744167534,8964,8.969914916314487,85.26813727977549,151,5,308482991,62872.5,1,0
854,4,28.574,80.21214698535378,850,7.797028138569642,65.26981001510852,150,6,3625231,14272.5,1,0
160,4,14.05,11.717998975934416,156,8.098880941710826,78.41011085902774,147,5,167357,7014.5,6,0
1409,5,30.51,124.16617051355011,1404,8.756158857624099,81.10122826027514,150,6,8174049,15247.0,1,0
609,3,18.648,49.992000320051204,606,8.986155331277182,86.21037379652897,150,5,1423474,9315.0,1,0
1390,3,28.244,117.63106929718866,1387,9.31678941765547,91.89901254903492,150,5,7317396,14116.0,1,0
8400,2,120.836,747.8947099050774,8398,8.916997208531106,84.01172447455288,152,5,286973918,60408.0,1,0
832,6,22.644,71.92644342660077,826,8.802195028823176,82.24439287387646,150,5,2843082,11312.0,1,0
209,1,14.374,19.882105622896184,208,7.383257692298462,59.14299757001724,149,7,300955,7178.0,1,0
6834,6,113.838,595.5352917804285,6828,8.772935525013335,82.57003818567843,152,5,183810687,56905.5,1,0
192,5,14.718,15.880380222148334,187,7.500110302473869,64.23792480514024,148,6,234403,7349.0,3,0
1998,3,44.606,173.85967549722392,1995,8.390177129383634,76.67384600022574,151,5,16108441,22287.5,1,0
151,4,13.634,13.211057641233726,147,7.597221394100739,64.87171864125091,147,6,180209,6804.5,7,0
4038,3,60.248,340.0257262267077,4035,9.091657036166977,87.92658119998936,151,4,59623658,30114.0,1,0
1090,3,24.776,90.40478872272199,1087,8.9075628453772,84.58659813584792,150,5,4393438,12373.5,1,0
142,5,14.048,11.811083608204626,137,7.7319178388737795,67.05544426379535,147,5,168424,7010.5,9,0
558,5,19.04,45.79011246983349,553,9.319067871005604,93.05390687434873,150,5,1229628,9508.5,1,0
5506,6,96.644,479.29108197837354,5500,8.637586450731959,79.89838788099196,151,5,119530002,48307.5,1,0
494,3,21.202,45.051938870596906,491,7.708791838632148,64.88780292440876,149,6,1239601,10589.5,1,0
394,5,19.182,35.51243269616994,389,7.599535142363694,62.74684786186762,150,6,814541,9579.0,1,0
4679,5,87.25,428.0212699154097,4674,8.484713884756218,76.71778381266151,151,5,95407385,43608.5,1,0
1400,4,36.588,129.05861558222296,1396,8.217176982376376,72.23778090038343,151,5,8997404,18285.0,1,0
1460,3,38.49,133.28103353440804,1457,8.17062291339094,72.01750631409743,150,6,9622657,19232.0,1,0
324,4,16.61,26.43486145225656,320,8.977754933444173,86.82736082897746,149,5,487347,8290.0,1,0
160,5,14.474,13.331216148573992,155,8.029935618073933,71.00301879814316,148,6,193609,7223.0,8,0
275,6,15.666,23.077487818217996,269,8.900445082304984,85.34479374167874,148,6,388997,7820.0,1,0
2231,5,41.126,193.7738840091719,2226,9.073448365135924,87.36573549221184,150,5,19619833,20550.5,1,0
194,6,15.21,15.944337552874375,188,8.282197342147908,74.76198500878604,148,5,242783,7593.0,5,0
448,4,19.096,39.332007118884746,444,8.062689530112912,71.69921830843705,150,5,955832,9537.0,1,0
976,4,27.272,86.10109183976704,972,8.28779024442463,74.97540104839634,150,6,4078580,13624.5,1,0
846,4,28.208,78.94302208555231,842,7.697375335792019,64.21314504941704,150,6,3513846,14087.5,1,0
4712,6,86.974,418.42237192100515,4706,8.42526756556061,76.14966055532336,151,6,91320879,43477.0,1,0
4288,6,82.3,373.9217591956905,4282,8.437474452925631,76.8848550358124,151,5,73295386,41139.5,1,0
915,6,29.87,87.02191160851386,909,7.8041561627122835,65.30604699916219,151,6,4232515,14920.0,1,0
774,3,20.96,63.272540647582666,771,9.25356912118377,91.9005740291204,150,5,2221368,10467.0,1,0
7184,3,103.706,622.1106714757431,7181,8.949735697612649,84.58440250192038,151,5,198888311,51841.5,1,0
11147,6,151.378,942.1120141023572,11141,9.025260468267385,86.51380454835036,151,4,455245173,75681.0,1,0
864,5,22.388,70.53445580707347,859,8.970847753441696,86.72081773868473,150,5,2738166,11182.0,1,0
174,3,15.078,17.32015923714329,171,7.282064009489659,57.67444540774493,148,7,263667,7528.5,4,0
2209,6,38.542,182.88355922826963,2203,9.002182475848537,86.5128453530186,150,4,17465941,19257.0,1,0
10965,4,151.776,951.4902552438464,10961,8.927194402996767,84.4913447969081,152,5,464184830,75872.0,1,0
226,5,14.656,19.61921670199909,221,8.728714803639289,80.67455318782002,148,5,299856,7317.0,1,0
246,4,14.488,20.65869928141653,242,8.357476860063066,76.22619401415358,147,5,318342,7235.5,1,0
131,3,13.04,11.05958407897874,128,7.064483241278546,60.75696991470798,146,4,146178,6510.0,9,0
1192,4,26.066,98.31444270299252,1188,9.320651767744112,92.36887777649935,150,4,5172583,13018.0,1,0
1810,2,43.46,164.8010084920599,1808,8.296665238551991,74.1758081591183,151,5,14524072,21719.5,1,0
1927,3,43.576,170.31261909794003,1924,8.260131017637036,73.29782031391937,151,6,15452628,21778.0,1,0
5810,4,82.776,492.33071996778756,5806,9.120323395404407,88.4827081522757,151,5,124620702,41375.5,1,0
446,1,19.194,40.504473382578375,445,7.954429694285675,68.96242687308435,149,6,1004511,9586.5,1,0
2462,4,42.206,211.5356413562499,2458,9.15489609205753,89.0462025055984,151,5,23264337,21089.5,1,0
1668,5,40.954,148.67401886005504,1663,8.194741240707543,72.32119185184447,150,6,11890597,20468.5,1,0
1138,3,24.982,95.70816932738815,1135,8.963166021020454,85.34952340370465,150,5,4892077,12478.5,1,0
184,3,13.314,14.648529072913773,181,8.2513406343476,78.42970290045677,147,5,195921,6644.0,2,0
149,3,13.688,12.070901209106136,146,8.173662014525274,76.1877698603848,148,5,166534,6831.5,7,0
642,3,23.396,59.15166256327881,639,8.1413823973593,71.59688447676064,150,6,2023146,11685.5,1,0
608,4,18.702,54.030187821254145,604,8.780650145240058,81.69873796788102,149,5,1634513,9341.5,1,0
1222,2,34.416,111.56585025893901,1220,7.872528243230505,66.95971663534938,150,6,6815700,17199.5,1,0
3677,2,57.644,319.2290858678138,3675,9.053294851559647,87.0109911444043,151,5,52615020,28810.0,1,0
378,2,18.174,33.15695589163759,376,7.945694641997711,69.54016311393642,149,6,714839,9078.5,1,0
1510,4,30.754,128.64612502520237,1506,9.081224681321489,87.73377935345292,150,5,8747817,15368.5,1,0
161,5,15.298,14.70323760265065,156,7.239188484183832,58.330572865242665,148,7,225107,7639.5,6,0
534,3,22.804,51.74411641916403,531,7.789613441775181,64.42266817375351,149,7,1598738,11387.5,1,0
336,5,16.188,28.028568568515944,331,8.793361733363515,82.76844110378494,149,5,523826,8081.0,1,0
146,3,13.55,11.740847499222532,143,7.685421444049649,70.18058427943753,146,5,160725,6764.0,8,0
790,2,21.52,69.76602038241826,788,8.799492442608285,81.52935430969384,149,5,2665204,10749.5,1,0
5212,4,95.048,470.0718941779013,5208,8.422658685777886,75.6376093191537,151,6,115000854,47512.5,1,0
914,1,22.484,81.56210973239963,913,8.848136821274917,82.1364369004093,150,5,3578954,11227.0,1,0
560,3,20.704,50.38150835376011,557,7.776457122053159,65.21877004690008,149,6,1483476,10342.0,1,0
318,4,14.414,25.35276324190324,314,9.368788265300921,95.33823391961137,148,5,425263,7197.0,1,0
287,4,14.872,23.450364943855348,283,9.065172927821187,89.20646251421536,149,5,385548,7427.0,1,0
146,3,12.672,11.890517902934253,143,7.918377779523911,73.32061734400321,147,6,150982,6327.5,7,0
280,2,15.152,24.740996261266442,278,7.616120118818644,63.59741534268373,148,6,420850,7566.0,1,0
978,5,24.758,85.66973465582814,973,8.686291695022682,80.22074553001738,150,5,3976131,12366.5,1,0
1432,6,37.602,126.06677435391133,1426,8.19155264679213,72.4443708104178,150,6,8653371,18787.5,1,0
5854,6,87.892,501.6369965782029,5848,8.911291553907,84.43790559895217,151,5,129682340,43935.0,1,0
497,4,18.154,42.514494987004134,493,8.843683094700891,83.56809779581381,149,5,1068525,9065.5,1,0
6403,3,89.528,532.3188229022153,6400,9.081761865912426,87.89201690611898,151,4,145689296,44751.0,1,0
528,3,21.064,46.782260569579144,525,8.031959279238928,70.40410520828054,149,5,1316136,10521.0,1,0
6563,6,92.232,550.3108268751397,6557,9.058156234956511,87.25752116833033,151,4,155674374,46102.0,1,0
166,6,14.054,12.006626670301698,160,8.603415095869163,85.58178220104938,148,4,170837,7017.5,8,0
168,3,15.472,16.749842267914048,165,6.8923432958931325,52.12443144684049,149,8,259970,7724.5,7,0
5110,3,76.828,447.03247132171504,5107,8.918204839496198,84.30443076260174,151,5,102870286,38403.5,1,0
382,3,18.3,34.364487483447206,379,7.799226954050898,66.24474860187982,150,5,757904,9137.5,1,0
490,6,22.222,43.009635153067734,484,7.907783132460444,70.53053457228488,150,5,1171823,11098.5,1,0
1455,6,36.436,127.95202969863355,1449,8.407646281076591,76.51003830330298,150,5,8849652,18209.5,1,0
260,6,16.534,23.243770004024736,254,7.729283070364244,65.60721085831645,148,6,406823,8254.5,1,0
825,1,21.85,72.12438907886845,824,8.784732373318699,81.84697611413793,150,6,2839675,10912.0,1,0
497,3,16.658,44.45668719101772,494,8.9184513281001,83.0950238949844,150,5,1126943,8317.5,1,0
317,3,16.98,30.16268555682667,314,7.852135238517275,66.04779739914252,149,7,599054,8476.5,1,0
3486,4,66.038,301.19303537100586,3482,8.519954028873459,78.32662962695287,151,5,47539131,33008.0,1,0
330,5,16.278,26.51016250421713,325,9.021904899195345,87.85122123935133,148,5,483881,8124.0,1,0
4134,4,61.034,345.3801396201003,4130,9.170113692966584,89.39608568687248,151,4,61506295,30506.0,1,0
3391,7,67.064,303.02937135531926,3384,8.53339839990105,78.017839514176,151,5,48162190,33520.5,1,0
9201,1,130.738,804.4342964816952,9200,8.96833182885728,85.03657213216893,151,5,332103481,65354.5,1,0
166,2,12.746,13.960139111054731,164,8.35292631774894,77.38085105301647,147,5,178673,6360.0,6,0
503,4,17.59,42.363969360766944,499,9.01809679965593,86.7234731388536,149,5,1052057,8779.5,1,0
581,5,18.8,48.936407714502295,576,8.960305533845336,85.66135950806596,150,5,1374106,9390.5,1,0
1556,3,39.242,143.14892747065903,1553,8.236875131850132,73.02679095533259,151,5,11015775,19609.0,1,0
